suite,seed,family,model_name,list_type,N,num_train_lists,num_test_lists,k_train_min,k_train_max,k_test,accuracy,internal_steps,params,runtime_ms,layers,hidden_dim,lr,epochs,assembly_size,density,plasticity,transition_rounds,association_steps
seen-mlp-paper,1,MLP,MLP-02,Seen,24,24,0,1,4,5,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,1,MLP,MLP-02,Seen,24,24,0,1,4,6,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,1,MLP,MLP-02,Seen,24,24,0,1,4,7,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,1,MLP,MLP-02,Seen,24,24,0,1,4,8,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,1,MLP,MLP-02,Seen,24,24,0,1,4,9,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,1,MLP,MLP-02,Seen,24,24,0,1,4,10,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,1,MLP,MLP-02,Seen,24,24,0,1,4,11,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,1,MLP,MLP-02,Seen,24,24,0,1,4,12,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,1,0.9866666666666667,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,2,0.9945833333333334,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,3,0.9945833333333334,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,4,1.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,5,0.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,6,0.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,7,0.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,8,0.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,9,0.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,10,0.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,11,0.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,2,MLP,MLP-02,Seen,24,24,0,1,4,12,0.0,,4134656,,4,1024,0.001,58,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,1,1.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,2,1.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,3,1.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,4,0.9983333333333333,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,5,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,6,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,7,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,8,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,9,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,10,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,11,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,3,MLP,MLP-02,Seen,24,24,0,1,4,12,0.0,,4134656,,4,1024,0.001,60,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,1,1.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,2,0.9954861111111111,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,3,0.9958333333333333,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,4,0.9993055555555556,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,5,0.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,6,0.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,7,0.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,8,0.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,9,0.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,10,0.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,11,0.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,1,MLP,MLP-03,Seen,24,24,0,1,4,12,0.0,,8070168,,4,1536,0.001,41,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,1,1.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,2,1.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,3,0.9979166666666667,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,4,1.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,5,0.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,6,0.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,7,0.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,8,0.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,9,0.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,10,0.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,11,0.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,2,MLP,MLP-03,Seen,24,24,0,1,4,12,0.0,,8070168,,4,1536,0.001,43,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,1,1.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,2,1.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,3,1.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,4,1.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,5,0.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,6,0.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,7,0.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,8,0.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,9,0.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,10,0.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,11,0.0,,8070168,,4,1536,0.001,44,,,,,
seen-mlp-paper,3,MLP,MLP-03,Seen,24,24,0,1,4,12,0.0,,8070168,,4,1536,0.001,44,,,,,
